price,milage,transmission_type,first_registration,recent_hu,power,extras
4699,221000,Schaltgetriebe,09/2001,08/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2850,213000,Automatik,04/2004,01/2023,142,"[""ABS"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3800,209000,Automatik,08/2001,08/2022,170,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
5750,198000,Automatik,10/2001,02/2023,231,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
4499,220000,Schaltgetriebe,07/1994,unknown,149,"[""Bluetooth"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
21000,195000,Automatik,02/1989,unknown,129,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
4400,217000,Schaltgetriebe,08/2003,03/2022,170,"[""ABS"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Heckklappe"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""LED-Tagfahrlicht"", ""Leichtmetallfelgen"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
7000,100000,Automatik,10/2005,07/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1800,140000,Schaltgetriebe,05/2002,05/2021,115,"[""Freisprecheinrichtung"", ""Tuner/Radio""]"
13000,208000,Schaltgetriebe,04/1997,08/2022,193,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tuner/Radio""]"
23500,151000,Schaltgetriebe,03/1990,03/2023,170,"[""ABS"", ""Elektr. Fensterheber"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sportsitze"", ""Tuner/Radio"", ""Zentralverriegelung""]"
3250,211000,Schaltgetriebe,06/2001,11/2021,0,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
6600,171000,Schaltgetriebe,04/2006,04/2023,149,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
2500,200000,Schaltgetriebe,05/1995,01/2022,102,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
3000,256000,Schaltgetriebe,06/2002,04/2023,170,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Reserverad"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Sportpaket"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
8200,69800,Schaltgetriebe,01/2004,04/2023,142,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
9200,188000,Schaltgetriebe,06/1996,06/2021,193,"[""Leichtmetallfelgen"", ""Tuner/Radio""]"
6990,125115,Automatik,10/2004,02/2022,142,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
4999,240000,Schaltgetriebe,05/2000,06/2021,193,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2150,214000,Schaltgetriebe,03/2003,unknown,142,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
7999,190000,Automatik,03/2002,04/2023,170,"[""ABS"", ""Alarmanlage"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
7500,146200,Schaltgetriebe,06/2003,04/2023,204,"[""ABS"", ""Ambiente-Beleuchtung"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Partikelfilter"", ""Servolenkung"", ""Skisack"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tagfahrlicht"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Zentralverriegelung""]"
13000,285000,Schaltgetriebe,09/1988,unknown,170,"[""Elektr. Fensterheber"", ""Schiebedach"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze""]"
1699,182522,Schaltgetriebe,06/2003,01/2023,142,"[""ABS"", ""Allwetterreifen"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Lichtsensor"", ""Nebelscheinwerfer"", ""Regensensor"", ""Servolenkung"", ""Skisack"", ""Sportsitze"", ""Traktionskontrolle"", ""USB"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
1500,89906,Automatik,10/1995,unknown,102,"[""ABS"", ""Alarmanlage"", ""Bluetooth"", ""Elektr. Seitenspiegel"", ""Lederlenkrad"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
9800,149928,Automatik,04/1987,07/2022,102,[]
7997,158000,Schaltgetriebe,03/2005,04/2022,142,"[""ABS"", ""Android Auto"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Isofix"", ""Kurvenlicht"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Notrad"", ""Regensensor"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Tempomat"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""TV"", ""USB"", ""Winterreifen"", ""WLAN / Wifi Hotspot"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
6200,183000,Schaltgetriebe,04/2006,03/2022,149,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2800,120000,Schaltgetriebe,03/2004,12/2021,142,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tempomat"", ""Tuner/Radio""]"
7950,217000,Schaltgetriebe,07/2003,unknown,231,"[""ABS"", ""Bluetooth"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Navigationssystem"", ""Regensensor"", ""Reifendruckkontrolle"", ""Servolenkung"", ""Sportfahrwerk"", ""Tempomat"", ""Traktionskontrolle"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
8490,76000,Schaltgetriebe,09/1998,10/2021,115,"[""ABS"", ""Armlehne"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Reserverad"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""Winterreifen"", ""Zentralverriegelung""]"
2600,250000,Schaltgetriebe,03/1997,05/2022,102,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
7499,181183,Automatik,06/2003,03/2023,191,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
9999,170000,Automatik,03/2005,04/2022,0,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
10850,149000,Schaltgetriebe,05/2003,05/2022,191,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Pannenkit"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
10799,131000,Automatik,04/2002,06/2021,231,"[""ABS"", ""Android Auto"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Radio DAB"", ""Raucherpaket"", ""Regensensor"", ""Reserverad"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
6000,180000,Automatik,07/1997,04/2022,149,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
9476,165831,Schaltgetriebe,07/1995,11/2022,170,"[""ABS"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Reserverad"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
8900,160000,Schaltgetriebe,12/2000,05/2022,170,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1100,190000,Schaltgetriebe,07/1997,unknown,102,"[""ABS"", ""Allwetterreifen"", ""Bluetooth"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Reserverad"", ""Servolenkung"", ""Soundsystem"", ""Tuner/Radio"", ""USB"", ""Zentralverriegelung""]"
6900,280000,Schaltgetriebe,05/1994,07/2022,191,[]
12500,168000,Schaltgetriebe,12/2002,07/2022,231,"[""ABS"", ""Ambiente-Beleuchtung"", ""Android Auto"", ""Armlehne"", ""Bi-Xenon Scheinwerfer"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Dachreling"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Notrad"", ""Radio DAB"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""WLAN / Wifi Hotspot"", ""Zentralverriegelung""]"
16500,167053,Schaltgetriebe,04/1987,10/2022,171,"[""ABS"", ""CD-Spieler"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Schiebedach"", ""Sommerreifen"", ""Tuner/Radio"", ""Zentralverriegelung""]"
7300,192000,Automatik,02/2002,unknown,170,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Geschwindigkeitsbegrenzer"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schl\\xc3\\xbcssellose Zentralverriegelung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
7300,223000,Schaltgetriebe,03/2002,08/2021,191,"[""ABS"", ""Armlehne"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Schl\\xc3\\xbcssellose Zentralverriegelung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Zentralverriegelung""]"
8000,210000,Halbautomatik,10/2003,10/2021,231,"[""ABS"", ""Adaptives Kurvenlicht"", ""Alarmanlage"", ""Ambiente-Beleuchtung"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Isofix"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Regensensor"", ""Schaltwippen"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Tempomat"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
2700,161357,Schaltgetriebe,07/2002,10/2021,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Tuner/Radio""]"
9850,240000,Schaltgetriebe,04/1999,03/2022,193,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
19990,222450,Schaltgetriebe,08/1995,Neu,193,"[""ABS"", ""Alarmanlage"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Reserverad"", ""Servolenkung"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Zentralverriegelung""]"
6699,184000,Schaltgetriebe,12/1996,04/2023,149,"[""ABS"", ""Bluetooth"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Servolenkung"", ""Skisack"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
2899,218745,Schaltgetriebe,10/2004,02/2022,142,"[""ABS"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""ESP"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Regensensor"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
7500,196786,Automatik,05/2002,unknown,231,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tuner/Radio""]"
3800,331000,Schaltgetriebe,07/1999,04/2021,170,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
2000,269045,Schaltgetriebe,12/1996,09/2021,102,"[""ABS"", ""Armlehne"", ""Bluetooth"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""Gep\\xc3\\xa4ckraumabtrennung"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Notrad"", ""Raucherpaket"", ""Schiebedach"", ""Servolenkung"", ""Sommerreifen"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
15990,160000,Automatik,03/2006,05/2022,306,"[""ABS"", ""Armlehne"", ""Berganfahrassistent"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""ESP"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Kurvenlicht"", ""Lederlenkrad"", ""LED-Tagfahrlicht"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
10999,200000,Schaltgetriebe,08/1990,unknown,170,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Leichtmetallfelgen"", ""Pannenkit"", ""Raucherpaket"", ""Servolenkung"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Tuner/Radio"", ""Zentralverriegelung""]"
3888,207000,Schaltgetriebe,05/1999,04/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
2500,242000,Schaltgetriebe,01/2001,01/2023,115,[]
1999,320000,Automatik,12/1999,unknown,149,"[""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat""]"
2000,270000,Schaltgetriebe,09/1993,unknown,193,[]
15500,219000,Schaltgetriebe,04/1987,04/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
24000,206213,Schaltgetriebe,08/1989,04/2021,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
3650,194800,Automatik,06/1999,06/2022,149,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
6550,305000,Schaltgetriebe,01/2003,unknown,170,"[""ABS"", ""Armlehne"", ""Beheizbare Frontscheibe"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Radio DAB"", ""Regensensor"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
19900,1500,Schaltgetriebe,01/1987,05/2021,171,"[""ABS"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Reserverad"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportsitze"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz""]"
2950,223000,Automatik,09/1999,unknown,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
8800,138151,Automatik,07/1997,11/2022,229,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
2700,250000,Schaltgetriebe,02/2002,02/2021,149,"[""ABS"", ""Bluetooth"", ""Elektr. Fensterheber"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
10800,122529,Automatik,05/1996,04/2022,149,[]
2250,236000,Schaltgetriebe,12/2000,09/2022,104,"[""ABS"", ""Armlehne"", ""Elektr. Fensterheber"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Servolenkung"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Zentralverriegelung""]"
4300,279000,Schaltgetriebe,06/1997,04/2022,170,"[""ABS"", ""Ambiente-Beleuchtung"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
13000,162000,Schaltgetriebe,08/1991,08/2021,82,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
3999,189900,Automatik,03/1997,08/2021,115,"[""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sommerreifen"", ""Zentralverriegelung""]"
